Date,Energy
2000-01-01,33.32303987226
2000-02-01,36.14835268105
2000-03-01,36.12597794971
2000-04-01,31.30457833656
2000-05-01,37.0704064795
2000-06-01,40.50912169825
2000-07-01,39.0652520076
2000-08-01,40.6337960711
2000-09-01,44.96034922973
2000-10-01,43.26827554072
2000-11-01,45.69951683682
2000-12-01,42.47898687628
2001-01-01,42.15989166094
2001-02-01,40.68017590791
2001-03-01,36.88667190969
2001-04-01,38.20853720091
2001-05-01,39.88395061214
2001-06-01,38.4502623221
2001-07-01,33.97430225288
2001-08-01,35.01191813308
2001-09-01,33.75505514801
2001-10-01,28.614358253
2001-11-01,26.67822373356
2001-12-01,26.24994535424
2002-01-01,26.79698382298
2002-02-01,27.74531266782
2002-03-01,32.24242469749
2002-04-01,34.72019090205
2002-05-01,34.53229137872
2002-06-01,32.78824221407
2002-07-01,34.19560780224
2002-08-01,35.23117781615
2002-09-01,37.73956153532
2002-10-01,37.80908429717
2002-11-01,34.16422038365
2002-12-01,39.69501387859
2003-01-01,43.61697239421
2003-02-01,48.25342824696
2003-03-01,43.41035646648
2003-04-01,37.00112829518
2003-05-01,38.55670912946
2003-06-01,40.35896597547
2003-07-01,40.26637844274
2003-08-01,41.74676728466
2003-09-01,38.44371419603
2003-10-01,41.10612747693
2003-11-01,40.22657742752
2003-12-01,43.77480474803
2004-01-01,45.18449250139
2004-02-01,44.12333839299
2004-03-01,47.58895706816
2004-04-01,47.77901269065
2004-05-01,53.59089759949
2004-06-01,50.79957469033
2004-07-01,53.95341648989
2004-08-01,58.14188023377
2004-09-01,58.05227620717
2004-10-01,66.83546114631
2004-11-01,59.10761386041
2004-12-01,56.14079707207
2005-01-01,60.76599033767
2005-02-01,61.98471960681
2005-03-01,71.11964095311
2005-04-01,70.2533332265
2005-05-01,65.99394942597
2005-06-01,72.91323181439
2005-07-01,77.24586335384
2005-08-01,86.7816862354
2005-09-01,89.69238626059
2005-10-01,86.03596102878
2005-11-01,78.71461887082
2005-12-01,83.15138308185
2006-01-01,85.42825303961
2006-02-01,80.26073330032
2006-03-01,82.07008572605
2006-04-01,91.30056178052
2006-05-01,89.86478916524
2006-06-01,88.45415768456
2006-07-01,94.02883652845
2006-08-01,94.70898301166
2006-09-01,80.28811728135
2006-10-01,76.9890931094
2006-11-01,79.15189618551
2006-12-01,82.22649508277
2007-01-01,73.60813299934
2007-02-01,79.14058224675
2007-03-01,82.70533938239
2007-04-01,88.75511052242
2007-05-01,88.86532436831
2007-06-01,92.81989744051
2007-07-01,97.98662846868
2007-08-01,91.38429836244
2007-09-01,98.06573195433
2007-10-01,105.72020739341
2007-11-01,117.09671033074
2007-12-01,116.28180289531
2008-01-01,118.60395290539
2008-02-01,124.40291629159
2008-03-01,133.99362166159
2008-04-01,143.13408248551
2008-05-01,159.76369173084
2008-06-01,172.74148353347
2008-07-01,173.48356238064
2008-08-01,147.61430086909
2008-09-01,130.9818854831
2008-10-01,100.50010571835
2008-11-01,78.80755723421
2008-12-01,64.38198403811
2009-01-01,66.27316108325
2009-02-01,61.80203130871
2009-03-01,64.05316689609
2009-04-01,66.5157763306
2009-05-01,74.24090102215
2009-06-01,85.79965155913
2009-07-01,80.80686705812
2009-08-01,88.63751993251
2009-09-01,83.2042950813
2009-10-01,90.89321998
2009-11-01,95.0125081002
2009-12-01,95.03978208299
2010-01-01,98.50423804688
2010-02-01,95.60340640531
2010-03-01,99.57703079796
2010-04-01,104.85014108312
2010-05-01,95.678948899
2010-06-01,95.0970655751
2010-07-01,94.87899805601
2010-08-01,96.45409889249
2010-09-01,97.22504240069
2010-10-01,102.18881522845
2010-11-01,106.08754104042
2010-12-01,113.85467357457
2011-01-01,120.13082648311
2011-02-01,127.43908847514
2011-03-01,138.374412181
2011-04-01,148.26435485959
2011-05-01,139.06135555093
2011-06-01,138.72306013319
2011-07-01,141.94397979857
2011-08-01,134.60285853754
2011-09-01,135.38982620077
2011-10-01,133.58900883856
2011-11-01,133.96953867159
2011-12-01,131.0925390605
2012-01-01,134.11352856146
2012-02-01,142.7871437031
2012-03-01,147.88340346397
2012-04-01,142.42801169258
2012-05-01,132.27917090896
2012-06-01,115.96677036253
2012-07-01,124.55944939168
2012-08-01,135.37886781029
2012-09-01,135.21456485277
2012-10-01,134.15051036755
2012-11-01,132.33350046751
2012-12-01,132.37473716727
2013-01-01,135.93198153235
2013-02-01,139.79240051329
2013-03-01,132.53688317922
2013-04-01,126.60937469563
2013-05-01,126.30164168444
2013-06-01,125.71450215024
2013-07-01,129.88631425274
2013-08-01,133.04242050068
2013-09-01,133.77322248939
2013-10-01,131.745192966
2013-11-01,130.34830337691
2013-12-01,134.15338102158
2014-01-01,131.21821073733
2014-02-01,133.96655058107
2014-03-01,130.66761978161
2014-04-01,130.67833077146
2014-05-01,132.32730088101
2014-06-01,134.32371694167
2014-07-01,127.94733367714
2014-08-01,122.39020436574
2014-09-01,117.43723625729
2014-10-01,106.77311100541
2014-11-01,97.30346208484
2014-12-01,79.79521568896
2015-01-01,63.74908099905
2015-02-01,73.7661946658
2015-03-01,71.14510517814
2015-04-01,73.35885198935
2015-05-01,79.25739760999
2015-06-01,76.68485816076
2015-07-01,69.97397856757
2015-08-01,60.2653078988
2015-09-01,60.30927899984
2015-10-01,60.50797016356
2015-11-01,55.87089746843
2015-12-01,48.30035030932
2016-01-01,40.85613576544
2016-02-01,42.84032596702
2016-03-01,48.74117216575
2016-04-01,52.27638246936
2016-05-01,57.65393070474
2016-06-01,60.2313572061
2016-07-01,57.27880424145
2016-08-01,58.41562604055
2016-09-01,59.08669511717
2016-10-01,64.394119652
2016-11-01,60.92628963232
2016-12-01,69.58576556728
2017-01-01,70.23070326191
2017-02-01,70.09883077985
2017-03-01,65.93761041425
2017-04-01,67.43688044593
2017-05-01,64.86642013185
2017-06-01,60.60971168123
2017-07-01,62.90735989839
2017-08-01,66.40945721224
2017-09-01,70.74093857992
2017-10-01,73.27645764667
2017-11-01,78.95326292098
2017-12-01,80.82823822651
2018-01-01,87.41186077085
2018-02-01,82.11150234942
2018-03-01,82.81470943499
2018-04-01,88.39745161513
2018-05-01,94.59639606445
2018-06-01,93.66852843184
2018-07-01,93.02886321127
2018-08-01,91.9861252694
2018-09-01,98.72449947898
2018-10-01,100.22216927105
2018-11-01,84.43680708935
2018-12-01,74.89874647623
2019-01-01,76.20477086944
2019-02-01,80.08603918756
2019-03-01,82.22320089448
2019-04-01,86.42673201639
2019-05-01,85.17577272239
2019-06-01,76.33927157328
2019-07-01,77.03842163234
2019-08-01,71.59163373571
2019-09-01,75.5647419957
2019-10-01,72.67367319761
2019-11-01,76.6176460807
2019-12-01,79.07866333164
2020-01-01,76.05782805784
2020-02-01,66.30874082927
2020-03-01,42.6472477596
2020-04-01,31.63231012178
2020-05-01,39.24687580089
2020-06-01,48.5231595002
2020-07-01,51.6497454882
2020-08-01,54.30174528329
2020-09-01,51.16881771972
2020-10-01,51.62079340516
2020-11-01,55.30181595459
2020-12-01,63.74668437007
2021-01-01,69.882566118
2021-02-01,80.38194347312
2021-03-01,80.76523673477
2021-04-01,80.80171766567
2021-05-01,86.28486080925
2021-06-01,93.91895277955
2021-07-01,98.28941653097
2021-08-01,96.32359893158
2021-09-01,107.17858644213
2021-10-01,123.36989210288
2021-11-01,115.00870344115
2021-12-01,112.37295836686
2022-01-01,121.30988558842
2022-02-01,133.31424055374
2022-03-01,166.73239302763
2022-04-01,153.18659162076
2022-05-01,163.63299774551
2022-06-01,173.48221112801
2022-07-01,171.75250650949
2022-08-01,172.77086426625
2022-09-01,158.17363839615
2022-10-01,146.1725229079
2022-11-01,139.44136053757
2022-12-01,130.91804770227
2023-01-01,119.29483540626
2023-02-01,110.53012409471
2023-03-01,103.46584154991
2023-04-01,109.26437084516
2023-05-01,96.90788941533
2023-06-01,95.17403636424
2023-07-01,100.85881612729
2023-08-01,108.71200636355
2023-09-01,117.72930651723
2023-10-01,115.68359866876
2023-11-01,106.19514291231
2023-12-01,99.6081618902
2024-01-01,101.17928818347
2024-02-01,102.22068193194
2024-03-01,104.23481988276
2024-04-01,109.59439107507
2024-05-01,102.61900688816
2024-06-01,103.76640070701
2024-07-01,105.97956577776
2024-08-01,102.64616092659
2024-09-01,95.37315593015
2024-10-01,97.67069300607
2024-11-01,96.51379612081
2024-12-01,96.48994286347
2025-01-01,103.52961322417
2025-02-01,99.15870815571
2025-03-01,95.05747037699
2025-04-01,87.89168433572
2025-05-01,84.04538713492
2025-06-01,92.18303852183
2025-07-01,91.65690529503
2025-08-01,88.08402978068
2025-09-01,87.58423865793
2025-10-01,84.3050346699
