feature,coverage,mean,std,abs_corr,mutual_info
cpi_yoy_lag1,0.9967320261437909,0.62,1.0366126516079592,0.7961689854440034,0.5217181154449939
energy_price_index_Energy_lag1,0.9967320261437909,86.37466888585301,35.47690216491361,0.20044582737811847,0.422706890434684
epu_global_EPU_Global_lag1,0.9967320261437909,152.4943675363483,82.77716401260783,0.04513243840598863,0.17826272204160043
cpi_yoy_lag2,0.9934640522875817,0.6223684210526316,1.0374949118915229,0.7325105904426201,0.5098946930502883
energy_price_index_Energy_lag2,0.9934640522875817,86.38233099687581,35.53514390741826,0.16536870566068856,0.3268446738290871
epu_global_EPU_Global_lag2,0.9934640522875817,151.29104048901482,80.19711097793126,0.03559737622070294,0.14020826611564718
cpi_yoy_roll3,0.9901960784313726,0.6190319031903192,1.0186780747371167,0.7462622619871248,0.5345686963350009
cpi_yoy_lag3,0.9901960784313726,0.6244224422442244,1.0385918796499471,0.6712918207156736,0.390920308903528
energy_price_index_Energy_lag3,0.9901960784313726,86.37734963272123,35.59382198829043,0.12392878608264489,0.3417400130424806
epu_global_EPU_Global_lag3,0.9901960784313726,149.7140889846036,75.46118245405432,0.020625986030128822,0.15031474338832274
cpi_yoy_roll6,0.9803921568627451,0.6166111111111111,0.9913051000761008,0.6612493318850476,0.47048373088087114
snb_policy_rate_PolicyRate_lag1,0.9673202614379085,0.46453557432432424,1.1644559177385287,0.3637671170524159,0.48818360046734055
unemployment-rate_Value_lag1,0.9673202614379085,2.9251828515202702,0.6247489278640131,0.2618299207510133,0.33257539504077194
eur_chf_CHF_EUR_lag1,0.9673202614379085,1.279454695945946,0.22707519415362665,0.14633940097864565,0.5907762937979055
usd_chf_CHF_USD_lag1,0.9673202614379085,1.0824386824324324,0.22310510391556124,0.1440743937083517,0.31250535803304746
snb_policy_rate_PolicyRate_lag2,0.9640522875816994,0.465262813559322,1.1663672684642594,0.33375942499153244,0.4554694740091976
unemployment-rate_Value_lag2,0.9640522875816994,2.925904487728814,0.6256869370134645,0.2223188391575365,0.3956982736981396
usd_chf_CHF_USD_lag2,0.9640522875816994,1.0832970847457628,0.22299404100586512,0.14794636900454383,0.2675204373917244
eur_chf_CHF_EUR_lag2,0.9640522875816994,1.2806196949152542,0.22657322061136423,0.14478677424780906,0.5901776865392816
snb_policy_rate_PolicyRate_lag3,0.9607843137254902,0.46599500000000005,1.1682880479622455,0.302518875869643,0.43682880125366275
unemployment-rate_Value_lag3,0.9607843137254902,2.9264755006802723,0.6266767522136557,0.1833340263588589,0.3963638875028721
usd_chf_CHF_USD_lag3,0.9607843137254902,1.0841353741496598,0.22290815190421912,0.15402677711976911,0.21465204884684397
eur_chf_CHF_EUR_lag3,0.9607843137254902,1.2817851020408164,0.22607211641033695,0.14164195607823146,0.5513266141471198
google_trends_inflation_multi_inflation_switzerland_lag2,0.0718954248366013,21.636363636363637,25.380054888577096,0.5794427998182895,0.030953265903071125
google_trends_inflation_multi_inflation_switzerland_lag3,0.0718954248366013,21.636363636363637,25.380054888577096,0.5647773906403483,0.0
google_trends_inflation_multi_inflation_switzerland_lag1,0.0718954248366013,21.636363636363637,25.380054888577096,0.5479324163332179,0.00794442900802017
google_trends_inflation_multi_energy_prices_switzerland_lag2,0.0718954248366013,8.227272727272727,26.79006891009787,0.5126902652516879,0.0407033013096858
google_trends_inflation_multi_energy_prices_switzerland_lag3,0.0718954248366013,8.227272727272727,26.79006891009787,0.5079128096861434,0.030683012186481395
google_trends_inflation_multi_energy_prices_switzerland_lag1,0.0718954248366013,8.227272727272727,26.79006891009787,0.4505389615659665,0.0142065546466974
